,reviews,positive_score,negative_score,result
4093,"I will preface this review with having recently relocated from NYC, I have a different take on pizza than most locals here in Chicago (I know, I know...). That being said, I (of course) had their thin crust pizza- which was the best I've tried since being in Chicago. I thought they did a great job, and the atmosphere of the place was spot on. Once I finally get over the fact that I can't get Brooklyn style pizza here in Chicago, my rating will most likely move to 5 stars (just bitter!)",2,1,positive
4094,Amazing pizza.  I wish I could live across the road and eat here every day.  Nice Blackhawks environment.,0,0,positive
4095,"Could just be recent experience, but wait staff seems less and less on the ball..",0,0,negative
4096,"With the glut of Chicago style pizza joints, it becomes very difficult for a place to distinguish itself let alone compete.  Most places have some signature styles, such as buttered crust, cornmeal crust, sausage patty, cheesy crust, etc. Pequod's is able to stand out by sticking to simplicity and just straightforward good quality that makes a neighborhood joint so enjoyable.  Their deep dish has a wonderful sauce, probably of which is the best I have ever tasted.  It has a depth and richness that scream homemade and undoubtedly has had a great deal of attention and time behind it.  Their meatballs are fantastically delicious and is something that I would put into my Lucky Charms cereal every morning if I could.  If they had a signature style, I would say that it is the caramelization that their dough undergoes around the uppermost edges from the pan itself.  Some may consider it burnt, but I enjoyed its additional flavor and crunchiness.  Sausage topping was nice and had enough of the spices and seasoning that makes homemade Italian sausage so enjoyable.I noticed that many of the tables were ordering the hand tossed, which looked good as well.  I was not able to try any, but if the table next to us had left any behind, my ghetto instincts would have forced me to take a slice.",14,5,positive
4097,"With our usual good foresight, we decided to head to Piece Pizza during the recent Wicker Park Street festival.  Turning onto North off of Ashland we noticed people were walking faster than we were driving, and decided to reroute our pizza choice to another- Pequods.  Being a Sunday night we assumed we would be seated rather quickly, but Pequods being Pequods, there was a wait.  We were told 35-40 minutes, which was spot-on.  It was also nice that we were given a menu to pre-order so once seated we would have a limited wait for our food.  Once seated, we ordered an appetizer and began our wait.  I really liked the simple atmosphere of Pequod's.  The bar is pretty centrally located in the eating area, but it is relatively bright and cozy.  The restaurant was actually pretty quiet and the whole place kind of reminded me of a pizzeria in Northern WI I would go to with my family after a day of fishing.  The salad and cheesy garlic bread we ordered were fine, mostly just tasty bites to tide us over in our wait for the main event.The pizza was awesome.  I agree with others assessments that the amount of cheese is less than some other pan pizza joints, but  I preferred it.  The cheese tasted less rubbery and more gooey goodness.  The sauce was also great with a tinge of sweetness.  Finally, the sausage on top was ample and delicious.... It really makes me rethink my use of turkey sausage in everything at home.  We ordered a medium, and were only able to eat 1 piece each (2 people) so we took lots of pizza home- a treat for the rest of the week.  I just really loved this place.",19,1,positive
4098,"One word: Amazing!! I've never been here before and have heard spectacular things about it. I'm a huge fan of Lou Malanati's Deep Dish. After having a slice of deep dish sausage from Pequods, it may have taken over as my favorite slice of deep dish. As the server was serving my date and I a slice, my mouth couldn't help itself my watering. The Crust has an excellent flavor and there isn't much of it. I am definitely coming back for more. Decently priced as well.",4,0,positive
4099,So of the best pizza I have ever had and you can not beat the price! So worth going here and the people are super nice!,4,0,positive
4100,"I had to give 3 stars because the waitstaff/employees were just too friendly/accommodating and the place was really clean/welcoming.  Otherwise, the pizza is nothing special (I'd give 2 and a half if it was possible).  I shared a thin-crust with a friend of mine.  My side was mushrooms, black olives and spinach.  Even with all those toppings, the pizza was so bland that all the oregano, parmesan and crushed red peppers in the world couldn't save this pie.  The sauce looked like it was from a can and there was an overload of bland crust.  If you're local to this area and want a drink, some cheesey garlic bread (which was actually good) and to watch the game, go on.  But, if you're Loop/Little Italy or further south and in the mood for some thin-crust, go to Pizano's or Aurelio's.",2,3,negative
4101,"Honestly I really wanted to like this place based on all of the great reviews from friends/family/yelp etc. Unfortunately our experience was less than stellar.We were seated upstairs on a busy but not overwhelming Saturday night which was a good atmosphere. Exposed brick, subdued lighting, cool feel. Both my husband and I had already ordered drinks from the bar and perused the menu so our order was very quick.The service was not. It took almost 20 minutes for our appetizer of cheesey garlic bread to come out, I've made cheesy garlic bread on my pizzaz at home quicker.5 minutes later our pizza came out, burnt on the edges might I add. I will say that the parts of the pizza that weren't scorched were good. Not out of this world, but decent. This where our previous server disappeared. We were given the check almost immediately after receiving our food, even though my beer was full and husbands was empty. We have both worked in the restaurant/bar industry for several years. You ALWAYS offer another drink when someone's glass is empty. No apology was ever given for our long wait. In fact we never saw our original server again.All in all, would not recommend or go back",8,2,negative
4102,"Great crust, I describe it as Pizza Hut on steroids, but WAY BETTER!!!! Great fresh ingredients and a cheesy crust that makes it stand out over the other deep dishes in Chicago!  Definitely a pizza not to pass up!!!!!",1,1,positive
4103,"I've had nothing but great experiences with Pequod's Pizza... We usually get delivery, and it's always still delicious and hot when it arrives. The ingredients always seem fresh (green peppers! Not squishy!) and are definitely plentiful...We ordered a pepperoni pan pizza and jalapeno poppers last night, glorious! The above as well as the carmelized crust makes it my go-to pan/deep-dish pizza in Chicago.",7,0,positive
4104,"Plain and simple. My choice for the best pizza in the city. I always spend about $20 and get an XL pan, and it tastes wonderful. Have been actually eating here for about 10 years now. Unfortunately it has become very popular so now I just call and pick up.",3,0,positive
4105,"Best pizza in Chicago. Dining in and getting their fried jalapeno poppers and draft beer while you wait for your pizza is part of the experience. It can be busy, but it's worth the wait.",1,1,positive
4106,"Best deep dish pizza I've ever had! The caramelized cheese crust was delicious. Also, the salad we ordered had cheese on it cut into the shape of whales, an obvious nod to Moby Dick. I love it!",2,0,positive
4107,"I visited this place in August of 2011, and I was just touring Chicago with some friends. We were first directed to go to Giordanos Pizzeria, as that being the tourist thing to do. Which is really good too, but upon trying Pequod's my perception about pizza was taken away. There hasn't been a day since I have tried Pequod's pizza that any other pizza I eat is just not as good. I recommend this place to anyone visiting or moving to Chicago. You can't get a better location and a better pizza than this.",5,0,positive
4108,"This is seriously the best pizza in Chicago!  I've tried Lou Malnati's, Amato's, and even Pizzeria Uno, and while Uno is the best out of those, Pequod's still beats it!The deep dish pepperoni was excellent!  It had it all, great sauce, spicy pepperoni, and gooey cheese. We live all the way by the HIP, but I seriously doubt we'll be ordering pizza from anywhere around our house.  Pequod's is worth the drive...seriously, it's that good!",6,1,positive
4109,"Best deep dish pizza-ever. Plain and simple. Deciding factor?  I MICROWAVED (Eeek!) the leftovers the next day........and still loved it!  This isn't a freebie award either.  I have high deep dish expectations that I beleive both Lou Malnati's and Edwardo's meet, however Pequod's exceeds!Most obvious is the crust, blah blah blah.  You've heard it all.  BUT-too good not to mention!  You see the charred crust and swear it must taste burnt, but it just doesn't.  It's a chewy, cheesy, crispy piece of heaven.The best part of this pizza however is NOT the crust, but the SAUCE! My mouth is akwardly watering right now just thinking about it.  It is quite sweet-but not really sweet? I dunno, I do not like sweet sauces, but I LOVE this sauce.  The savory/saltiness of it is a perfect balance.Other notables: nice atmosphere, decent beer list, fair priceYUM!",13,4,positive
4110,This place has some of the best pizza in the city. The real deep dish and not they typical you get from Gino's or Giordano's. The waiters and waitress are really nice but it can be packed on both floors and the service will slow up. The pizza is worth the wait and it is located in a very good place across from the movie theater. Make sure you get there early cause it will get pack but you have to go here at least once the food is great.,5,1,positive
4111,"I was very excited to try this place out. I have heard from many people that this was some of the best pizza in the city. I know people who are extremely loyal to this place and worship the pies that are removed from their ovens. The pizza was good but I am not sure what all the hype is about. I liked the fact that they used massive chunks of toppings. You could tell that that  they were fresh and it was a very hearty pizza. Other than that, the pizza was nothing all that wonderful. It was almost rather bland and the sauce did not have all that much flavor. Will we be back here? Possibly if we are in the area or if we have a coupon. This place did nothing to overwhelm me. It was decent but I do not think that it lived up to the hype surrounding it.",8,3,negative
4112,"OMFG! This place is pure digestive pleasure! I went here for lunch with a friend and had the lunch special. I had giardinera and spinach on my pizza and it was amazef***ing balls! If you like/love pizza... and you dont go here... then you probably suck. JK, i love you. I cant wait to come back. Only con was that the service was ""meh""",3,1,positive
4113,"Love this place, both for take-out and dine in. Good service, there is a bar and some seating on the main level but a place for families and larger groups upstairs. The deep dish is out of this world for one reason... the crust! burntcheeseyvintagepan goodness!",1,0,positive
4114,"After all the hoopla I've heard about this place over the years, I thought I'd go head-over-heels for their deep dish, but I walked away somewhat underwhelmed. The topping were delicious, but I was a bit put off by the thick bready crust. Every bite was more crunchy bread than what I'd call pizza. Maybe they were a little off last night, but I expected a more moist, rich crust....not such a crumbly, dry bread base.",2,0,negative
4115,my roommate works there...so far ive had a personal deep dish sausage and pepperoni and so far i can say so far im iimpressed.,1,0,positive
4116,"Do not let the humble exterior of this restaurant fool you -- the pizza here is absolutely fantastic!A few friends and I stopped by here last night before our movie across the street. Talk about conveniently located! We were hesitant to check it out at first because the outside makes it look a bit run down. Imagine our surprise when we found that Pequod's is not only nice inside, it is ENORMOUS!The menu is simple and straightforward. You can tell that pizza is their specialty. Why bother with a large extravagant menu when you can instead concentrating on perfecting one dish? That's not to say there weren't appetizers/sides on the menu, because there were. We just elected to ignore them.The pizza was absolutely PHENOMENAL! We stuck to a simple, large pepperoni pizza. It was one of the best pizza's I have had since moving to Chicago 3 years ago. The large pizza (thin crust) was easily enough for 4 or 5 people. The best highlight of the evening was when the bill arrived. A large pizza, 3 sodas and a salad came up to $30!You'd better believe I'll be returning to Pequod's VERY soon!",9,6,positive
4117,"I was told by a local hipster that this place is way better than Lou Malnati's because it's much less ""corporate""...Whatever that means.  Not wanting to seem unenlightened, I just nodded in agreement and decided to try it out.  The caramelized cheese crust was good on the first piece.  However, I found the sauce to be somewhat watery, which caused the crust to be soggy on subsequent pieces.  I am not a person who only likes pizza from one place and the rest suck, it's not the Cubs and Sox debate.  I don't think I've had a bad Chicago Deep Dish; some are just better than others.  I would rank Pequod's among the best, but not better than Lou's.  Maybe ""corporate"" is the secret ingredient.",6,2,positive
4118,"Great pan pizza. The cheesy crunchy crust is fantastic, sausage tasty with spices. Ordered take-out on a weekday evening, had to wait a little while for the pizza to be ready, though I think I arrived too quick so that's on me, but it's fine on the inside - TVs, lots of people looking happy with their food, and not too crowded.",4,2,positive
4119,"I went here for lunch and it was just ok for me.  Lou Malnati's is my favorite pizza but I decided to give Pequod's a try after reading the reviews.  The lunch special is a great deal but I just wasn't very impressed with the food.  First of all, the drinks we had tasted weird.  I don't know if it was the ice, the cups, or the fountain gun, but something just made the coke taste kinda dirty.  The pizza was good but not great.  It really is more like Pizza Hut pan pizza than Chicago style pizza.  So if you prefer a more pan style with a lot of bread then you'd probably enjoy this.",8,2,negative
4120,"Chicago deep dish is awesome, but for me its a rare treat since you know...it's packed with cheese.  When I do eat pizza, I try to go out of my way to go to Pequods.  Its not your typical deep dish, rather a pan style with some decent toppings.  The crust is amazing and its just awesome.  It's between Bacino's and Pequod's for me.",4,0,positive
4121,"I am clearly in the minority, but I don't think Pequods is that good. To pick up 2 pizzas we left one hour and still had to wait 20 min once we got there. Was it worth it, no. The biggest complaint was too much bread to the crust. The deep dish has a good inch of bread under it, and one slice is incredibly filling because of it. The price is high, too!",5,1,negative
4122,This place was really good. It was one of the best pizzas I have ever had. I was on a road trip with some friends and we stopped in Chicago. We ate at this place. The toppings were really good. We had a pan pizza with sausage. The caramelized crust was really good. I approve of Chicago pizza.,5,0,positive
4123,"MMMMM sweet sasafrass this pizza is damn good!!!!  Good bless Pequods.  I really do love pizza (who doesn't really, maybe people who like to kick puppies)....and Pequods is fan-freaking-tastic.  To each his/her own, and I know not everyone loves this place, but I know FAR more people that do love Pequods and drool at the though of it as I do.  I typically order just a basic pepperoni pizza and find myself drifting off into a happy  place as I eat it....oozing with cheesy gooeyness, just the right kind of crust with the right thickness.  5 Stars.",10,2,positive
4124,"I heard many a great thing about Pequod""s, and thankfully they were all true.This place has the best deep dish pizza I've ever had, and probably will ever have. The pies are deep, but not too much. They're just right! The toppings are plentiful and thick and the way the cheese and crust bake around the sides will make you salivate or you don't have a pulse. The portions depend on how much you order. Most would say a small will feed two. Not in this city, babe! Unbuckle those pants and order up a medium or larger!The service was friendly for a place so crowded and popular. Folks from joints like Great Lake should take note; this place is succeeding where you are failing.Pequod's is certifiably good, Yelpers! Don't hesitate; grab a group for fun or sit alone and lament into food that will stop you from jumping into traffic.",10,1,positive
4125,"Wow, really people? I ordered this pizza based on great reviews on Yelp. Where are you people coming from? This is the worst pizza I have ever eaten in my life! The deep dish pizza has 1 inch of dough with a little bit of sauce and meat on top. The sauce was like tomato paste out of a can! No cheese to speak of except for the burnt cheese on the edge of the crust. Horrible! Got it delivered and it took more than 11/2 hrs. They said 1 hour. No thank you! Lou Malnatti's is still the best!",5,1,negative
4126,"Great value for the lunch special!  Pizza was ok, after looking through the reviews and pictures I thought it would be a bt more like an old school style Pizza Hut pizza,  pizza dough was very bready, and I thought there could have been more cheese.",1,0,negative
4127,"Great pizza. You may have to wait a while for a table on the weekends but it is well worth it. They usually have a couple decent beers on tap as well. I would pick Pequods over Lou's, Geno's Uno, etc every time.Wouldn't change a thing about this place.",4,0,positive
4128,My first time in Chicago and first thing I had to try was authentic deep dish pizza. I was not disappointed. The crust was airy and crunchy and the sauce was delicious. We waited about 20 minutes for the pizza to come out but I was told that it was to be expected since they make them to order.,2,1,positive
4129,Review for the thin crust. If you consider hand toss pizza thin crust then you should be good. I love crispy cracker thin ... this was not it. I had a bite of the deep dish and it was ok ... not a huge deep dish fan ... just so much bread.,2,0,negative
4130,"This is the best tasting thing that has ever been delivered to my home.  It is the best tasting deep dish I've ever had.  The burnt cheese crust is mind blowingly good.  I work out five times a week and would happily bump it to seven if I needed to eat this every day.  Order it now.  Get the sausage.  I am 90% vegetarian, but the sausage changes all that.I seriously don't think I will ever order deep dish from another place if this is an option.  Dying to try Spacca Napoli next!",5,1,positive
4131,"Great pizza with a less than desirable crouton crust.  If you're going unhealthy, you might as well go all the way and order some hot wings too.  The wings had a great crust, but was lacking that roundhouse kick to the face flavor.  It was merely good.  We ordered the deep dish sausage with the caramelized crust.  They actually topped it with real Italian sausage chunks, not like the wimpy M&M sized ones from Domino's.  Plenty of cheese, good tasting tomato sauce, and great tasting outer caramelized crust.  When I bit into the bottom crust, it felt like I was biting into chalk.  It was dry and lacked flavor.  I could've probably broken it into pieces and replaced it for croutons on top of a Caesar salad.""Best Pizza in the Universe"".  I guess it depends on what your definition of ""universe"" is.",10,4,negative
4132,"Go here, it's that simple.  Go here and order the pan pizza and love it.  Come back and order the awesome sandwiches.  If you can't love a place like this, you may not be capable of love; use that as a measuring stick for your emotional breadth in life.",6,0,positive
4133,"Yummy!  Oh my goodness I wish we could have it a pie delivered out to California so we could have it again.   By far the best deep dish in Chicago, and trust me while we where here we were on the deep dish pizza diet.  Very Very poor service from our waitress but couldn't let that effect my taste buds. Amazing, phenomenal pizza!",4,0,positive
4134,"OMG I LOVE THIS PLACE!!!!!!!!!!First found out about this place about 1-2 years ago when i was hanging out with some cast members from Second City.  They recommended it and then my GF and I decided to go there one late night since they open til like 2am or something like that.  Frickin good pizza.    Have ordered a pizza from there from where i live, which is Lombard,  and it was worth the drive.  Yum.My friends and I always order pizza from here whenever we feel like some pie whenever we are in the city.  My last visit i also tried their cookies, that stuff is good too, big and tasty (that's what she said).  Anyway this place is great.  Love it Love it Mahal.",8,0,positive
4135,"I say...3.5 stars, but I'll round up b/c This place is yummy in da tummy.  I can see why it's a hit or miss among pizza lovers - but really, when it comes down to the perfect pie - it's more about preference...BUT i will tell you this...I am a thin crust lover...and I go gaga over the deep dish here.The crust will come out and look all burnt up, but it's so tasty and crunchy and adds that perfect punch to go along with the rest of the pie....mmmm goodness.  My only gripe is that beer is so damn expensive.  I supp I can always JUST get pizza here, but that's no fun...that would be like mac with no cheese...well, for me anyway =p  So I shall deem this as an ""occasion"" spot like a chill date night before a movie...well, that what we do anyway...but go on and do it too...can't go wrong!",9,5,positive
4136,As you can read this place has a fantastic pizza. There are enough reviews to hammer that home already. A place really has to go above and beyond to earn the perfect 5 star rating from me. Let me just say it: $4.95 for a personal deep dish pizza AND pint of beer at lunch time!  Ermahgerd! Amazing!,3,0,positive
4137,"Go to Pequod's.  Today, this weekend, this month - no excuses.  Don't wait any longer.  Their deep dish pizza is to die for.  It might be the best in the city.  The sides of the crust are crunchy goodness.  The bottom crust is firm and can hold the mound of toppings.  We had a large deep dish with green olives, pepperoni, and giardiniera.  Oh my goodness.  Go here soon!!!And their wings - so tasty.  They aren't buffalo style, but are spicy and have a unique flavor.  If you do not devour them, my guess is that you are feeling sick, and therefore your hunger is impaired.  You know how it goes if you have the flu or another similar illness.And it is open late too!",3,4,positive
4138,"It is hard to remember being so disappointed. Eating pizza at all the awesome places in this city we had always said, ""And soon we'll eat Pequod's and it will be life changing good!"". It's always on top lists and I just saw it today on Eater's 38 essential  Chicago restaurants. I ordered a large deep dish to surprise my husband with two weeks ago and we were both so excited. No flavor. Seriously, no flavor. I had to put salt and pepper all over this thing just to taste something. I can't remember that much cheese ever being so unsatisfying before. And the mushrooms were just like water. When is one slice all that I want?? It was such a waste. The crust was good and I can see why people like that but I just feel like I was robbed because I ate bad pizza in Chicago. I could have gone anywhere else, even  Pizza Hut and enjoyed my pizza more because this was that bad. Give me thin crust at Spacca Napoli or deep dish at Exchequer any day over this.",9,5,negative
4139,"I'm not really sure what's going on here, but, man have things changed. I LOVE Pequods pizza and have been coming here for I can't remember how long. The pizza hasn't changed, but the service sure has.  We had some out of town guests for the holidays who were really excited to have some great chicago pizza. We chose Pequods over all the other more commercial places.  On Monday night there was an hour -hour & half wait. FOR PIZZA! On Monday? Huh? We were rudely asked if we bothered to call before hand. Again... For pizza on a Monday? Since when was that necessary and why so rude? A couple after us, I guess, did call earlier and were still drilled about how early they called. What's the deal with this?  We decided to go elsewhere with our guests. Yes, to a more commercial place. We still were told there would be a 45min wait. But, we were also offered to put our order in early so when out table was ready, our pizza would be ready faster & we were politely told about the bar next door, in case we wanted to get drinks and hang out more comfortably while waiting. They called us when out table was ready & we had some yummy pizza.  Pequods, your product is solid, but you have some work to do on your customer service.",9,3,negative
4140,"It almost feels like a waste for me to add another review of this place... I would list all the same delicious things as everybody else who enjoys it, the crust above all else.  I love that they deliver (even though it's much tastier in the restaurant than after riding in a box for 20 or 30 minutes) and that they'll do half toppings, so I can split an enormous small with a meat eating friend.I think I could eat pizza every day and not get get tired of it, and if I ever were to undertake such an endeavor, Pequod's would definitely contribute.",4,3,positive
4141,"Great pizza, great service.  At first i didnt like it because it was different from what i was used to, but once i got over my bias i realized it was probably my favorite pizza in the city.",3,1,positive
4142,"I'm not particularly a fan of pan pizza, but I LOVE Pequod's.  I actually like their thin crust pizza better, particularly because of the delicious crust that doesn't overwhelm the ingredients, which, for me, are why you get pizza (not a crust fan).  The cheese is perfectly brown and delicious.  The sauce is fresh and light.  I just noticed now on their menu that it says ""The Best Pizza in the Universe.""  I'm not sure whether they got that from me, but that is really what I tell everyone who asks me where to go for pizza in Chicago.  I say you have to go to Pequod's because it is the best pizza in the Universe.  Sadly, I only get to enjoy it once or twice a year, now that I have moved to the pizza wasteland that is Houston, TX.",8,0,positive
4143,"I never give reviews, but for this place, I had to make an exception. My husband brought me here 3 years ago, and I'm sorry to say, that after giving it a second chance - I was as disappointed today, as I was then. Seriously bad pizza. I have absolutely no idea why the good reviews. The pan pizza (we had both times) is all bread and very, very little cheese...and waaaaaay too much mediocre sauce. Good ambiance, but that's no reason to go anywhere to eat. Bad, bad, bad. Bad, bad.",1,6,negative
4144,"Made a reservation at Pequod's for my birthday and the staff was more than accomdating for all 15 of us.  The pizzas took a while to come out, and they actually forgot to put in our one thin crust we ordered...but absolutely well worth the wait and they took off 50% of the pizza they forgot about...I actually almost forgot the negative experience because I enjoyed the food so much.As for the pizza, it's amazing...from the crispy, caramalized cheese crust to the delicious sauce and endless toppings..it's perfection on a plate. The pizza differs from Lou's or a Gino's, which is much appreciated! It was so refreshing to find a place like this, and not too far away. I will gladly return again and again!",10,0,positive
4145,"Best deep dish pizza in Chicago, hands down.  As a Chicagoan I'm well aware of the fact that everyone's favorite pizza place is the best and to say otherwise is fighting words, but Peqod's pizza is really spectacular.  I am a regular fixture at the restaurant, eating there on almost a weekly basis, and the food is consistently good.  The best part is of course their trademark caramelized crust.  I've only ordered the pizza delivery a few times and can say that while its still good, you're much better off going to the restaurant and eating it fresh from the oven.  Like most deep dish it will fill you up quickly and a small is more then enough for two people.   After a kitchen fire a few years ago the interior of the restaurant got a revamp, so it no longer has the classic Chicago pizza parlor feel, but the atmosphere is still nice, and the restaurant is clean.  The restaurant is deceptively large with a second story with a full service bar, though I personally prefer eating on the ground floor.  The wait staff has all been working there for years and is friendly and courteous.  Service is also always prompt with multiple servers and staff members taking care of you during your meal.",18,1,positive
4146,"Wow. Best pizza, period. Only complaint is that it takes 45 minutes to make. BUT, it's worth the wait.",1,1,positive
4147,"That whale has a thong on its head.  This pizza is delicious... the saucy tangy sauce, gooey and stringy cheese, all necessary for pizza to be that good.",2,0,positive
4148,"I generally hate deep dish pizza.  A friend twisted my arm to go here and I've been hooked ever since.  This place has the best deep dish pizza anywhere.  Whenever friends visit Chicago, I always take them here.  Navy Pier, the Bean and Pequods, three must sees on any Chicago trip.",1,2,positive
4149,"I'll start out by saying that I had Pequod's delivery instead of in situ. Hey--it's freakin' cold outside! The pizza arrived warm and still caramelized at the edges, the salad was well-chilled, and the garlic cheese bread arrived toasty.Working from most disappointing to favorite part of the meal, here goes:The garlic cheese bread was cheesy, but at two pieces, it didn't seem like much. I also could not taste any garlic at all. Out in the 'burbs, if you order garlic at most restaurants, you don't have to search for it in the food. Dunno if the city was misnamed a long time ago, but ""place of the wild garlic"" doesn't apply to most restaurants recipes downtown.The Pequod salad was very large (definitely enough for two people to share as a dinner salad). I don't usually like a lot of vegetables, but the dressing was just enough to mostly hide the flavor of the black olives from my tongue.There was plenty of pepperoni on top, and everything blended together well as far as taste.The pizza was tempting looking as it was thick, juicy, and covered with pepperoni as well. Couldn't even see the other ingredients (sausage and garlic). Now this time, Pequods did not disappoint with the garlic. It was visible, and could be tasted too. I would've preferred a little more, as the sauce is a bit sweet. Not too sweet, as some reviews state. The dough was just about the right thickness and consistency for a deep-ish dish pizza, and there was plenty of each of the ingredients. I didn't taste the caramelized edge as I was expecting...maybe it's an acquired taste, but I just didn't see it as a big plus. It added some flavor, but it was just kinda' crunchy and burnt...but then again, I like my toasted marshmallows golden, warm, and gooey, not black and flavorless. To each his own taste! (Or ""Chacun de son gout,"" as the French would say.)All in all, a pretty good place for delivery. I think it would probably be even better brought warm and fresh right to your table from the oven, since the delivery took about an hour in the winter weather. If the result was this good, I can only imagine it to be better at Pequods proper.",25,5,positive
4150,OMG!! Absolutely delicious! Best Chicago style pizza EVER! This was my first time having a Chicago style pizza but I was with some experts on the subject and even they agreed it was the best they'd ever had. They had already had pizza four times this trip. Hands down a real find. This will always be a stop when in Chicago. Can't wait to go again.,2,0,positive
4151,First time trying the pizza. Got it delivered to our hotel room which took 90 minutes but was well worth the wait and the pizza arrived still hot. Thought the pizza was burnt at first but once I tasted the crust I realized it was caramelized which is what kicks this whole thing up a notch for me. It already has me thinking about when I can go back to Chicago and get more! Man I am jealous of my former self just thinking about it!,3,0,positive
4152,My favorite pizza in Chicago. Need I say more.,1,0,positive
4153,"Dear Pequod's - You have just lost our business forever! ~ Also I will be posting this review on Facebook so all of my friends can read about your terrible business practice as well..We have just moved to a new apartment in the city last month and we called what ""used to be"" our favorite pizza place to see if they deliver to our new neighborhood. YES! They do, they tell us! ""Awesome!!"" - Send over a pizza we say! Great, they say. It'll take about and hour and a half they say. ""Sounds good"" we say...........We wait......We wait........We wait........ We wait.......Pizza never shows up...............We call them about two hours later.  They tell us they gave our pizza away! Uhhh, Whut? YES THEY GAVE OUR PIZZA AWAY BECAUSE IT TURNS OUT THEY DO NOT DELIVER TO OUR NEIGHBORHOOD!!!!  I guess this goes without saying but they could have told us that at the time the order was placed instead of just blowing us off and GIVING our pizza away!!! Turns out or house is two blocks from their delivery border. I guess they could have also called us after the fact to let us know.  Nope - Nothing of the sort happened. I have completely lost faith in this business. When we called them to find out what was up with our order, they we're even rude to us over the phone!  How is this even acceptable in this era of Yelp, Facebook, Etc????? Do NOT give this place your business! P.S. I literally wrote this review with a tear running down my cheek. Iused to love this place. Sadly is has fallen by the wayside. I had seen this coming. Management and staff seem to be perpetually stoned/drunk and they no longer give a shit about customers.  So sad......Best of luck to you Pequod's..Buhbye!",5,5,negative
4154,Not great. Not awful. Accurately priced. Alrighty.,1,1,negative
4155,"My husband, tireless in his quest to taste every highly rated pizza in Chicago, ordered carry out from this place because of its history and all the hype.  Can't comment on the fun atmosphere because of the carryout, but must say the pizzas (sausage, onion, mushroom and spinach) were a huge disappointment.   Too much dry, bready crust, and way too little topping.  I couldn't even taste the spinach on mine and the stingy amount of cheese was undetectable against the thick crust.  The sausage was OK and the tomato sauce tasty, but again, way too little to balance the crust.",1,3,negative
4156,"When it comes to *pan* pizza--a largely overlooked style of pie here in deep dish heaven--Pequod's is God.Pan style, of course, is marked by its crust-centric presentation, and nobody does carbo-riffic, pan style pizza better than Pequod's.  It's bread-tastic: light, crispy, and the caramelized crust is perfection.  The sauce is just right: slightly sweet and not layered on too heavily.  And their sausage is the Best. Ever.  (And this is from an avowed pepperoni-only devotee.) And if you end up with leftovers?  They hold up better in the fridge than any pizza in the city.",6,0,positive
4157,Love this caramelized deep dish pizza.  Def call ahead for a table.,0,0,positive
4158,I must declare that im not a big fan of chicago deep dish style pizzas but felt like i had to try a more authentic version before being sure. I got a pepperoni pizza and it wasn't too bad. It took a while to get done and was oozing with cheese when it did. The crust was nice and spongy as i suppose its meant to be. Once again declaring the fact that im not the biggest fan of this style of pizza i have to say that i wasn't that blown away. My friend who is a less fussy seemed to really like it though so maybe you'd like it if you love deep dish.,6,2,negative
4159,I'm a pizza lover so my friend suggested his fav spot he raved about the caramelization of the crust which I found out was code for burnt cheese. We walk in and the space can get crowded no different from other popular pizza joints seems like that's standard in Chicago the standing room can get quite crowded....and for an agoraphobe such as myself it took a lot to be there waiting on our table but a spot at the bar gave me some room. So the hostesses (mainly 1 of 3) at the front were kind of not very polite. They kind of stared at us when we walked in and didn't eeh greet us very politely. I did give her the side eye because I was a hostess at Unos and my firsts always were greeted with a welcome and a smile. I actually was going to leave just because of that but decided to stay as we drove all the way here for this pizza. But honestly it really did bug me. Anyhow the wait time is about 50 minutes again standard for Chicago pizza. We ordered the pan pizza with pepperoni sausage and some veggies but it was way too salty. We thought maybe with the meats it was overall yes but my friend assured me that he's had this pizza before and it has never tasted like this. It wasn't bad just too salty for my taste. Anyhow the service at the bar was great and our server was awesome.,10,4,positive
4160,"I've lived in Chicago for 6 years and for some reason had never gone to Pequods. It actually wasn't until recently that I realized how popular this joint was. I'm not a big deep dish fan, but I was excited to try their pan pizza. Off the bat, I really liked the vibe of this place. It had a chill sports bar kind of vibe, with no frills and great beers on tap. I was tempted to have an Oktoberfest on draft, but I didn't want to fill up my stomach with anything other than delicious pizza. We waited about 15 minutes for a table and were seated the second our pager went off. We split a ceasar salad as an appetizer and got a medium pan pizza with mushrooms, spinach, pepperoni, and sausage. I loved it! I loved that the crust wasn't paper thin like a lot of Chicago pizza's, but also wasn't crazy deep dish. We gorged and still had room for leftovers (which I obviously ate for breakfast the next day). Great spot! Little bit of a wait, but definitely worth it.",9,3,positive
4161,This is the best pizza west of the Raritan River. While visiting Chicago I had the pan pizza and the thin crust. The pan was a cheese pizza and the thin crust had the best sausage I had tasted on a pizza in years. I believe this is due to the fact that they only use quality ingredients at this restaurant. I also heard that they are on a pizza tour of Chicago. Thank you!,2,0,positive
